vote,image_id,time,username
1,gifbrles_031797,11345,KirstieJane
1,gifbrles_031814,5846,KirstieJane
1,gifbrles_c0011s0004t01,3857,KirstieJane
1,gifbrles_031776,15429,KirstieJane
0,gifbrles_c0011s0006t01,11590,KirstieJane
1,gifbrles_031856,5188,KirstieJane
1,gifbrles_031841,4524,KirstieJane
1,gifbrles_031853,3337299,akeshavan
0,gifbrles_031826,5275,lohsek
1,gifbrles_031886,10102,lohsek
0,gifbrles_sub-r004s009_type1,5039,lohsek
0,gifbrles_c0011s0001t01,9211,lohsek
1,gifbrles_031959,2936,lohsek
1,gifbrles_c0009s0004t01,2809,lohsek
1,gifbrles_c0005s0017t01,3211,lohsek
1,gifbrles_031923,7102,lohsek
1,gifbrles_031773,5603,lohsek
1,gifbrles_031850,3123,lohsek
1,gifbrles_c0011s0003t01,3657,lohsek
1,gifbrles_031823,2906,lohsek
1,gifbrles_c0005s0035t01,2185,lohsek
1,gifbrles_031898,11885,lohsek
1,gifbrles_c0007s0009t01,68862,lohsek
1,gifbrles_031944,6119,lohsek
1,gifbrles_031829,1905,lohsek
1,gifbrles_031918,5643,lohsek
1,gifbrles_031823,2271,lohsek
0,gifbrles_sub-r024s004_type1,4468,lohsek
0,gifbrles_sub-r031s018_type1,2305,lohsek
1,gifbrles_031856,2538,lohsek
0,gifbrles_sub-r001s024_type1,4889,lohsek
1,gifbrles_031902,8491,lohsek
0,gifbrles_031784,3948,lohsek
0,gifbrles_031928,3729,lohsek
0,gifbrles_sub-r026s022_type1,8323,lohsek
0,gifbrles_031937,2930,lohsek
0,gifbrles_sub-r024s006_type1,12130,lohsek
1,gifbrles_031920,2023,lohsek
0,gifbrles_c0010s0014t01,2610,lohsek
1,gifbrles_031772,2301,lohsek
1,gifbrles_c0009s0002t01,2932,lohsek
0,gifbrles_c0008s0010t01,345932,lohsek
1,gifbrles_031947,2935,lohsek
1,gifbrles_031804,3296,lohsek
1,gifbrles_031815,5596,lohsek
1,gifbrles_031973,2895,lohsek
0,gifbrles_sub-r028s022_type1,2693,lohsek
0,gifbrles_c0008s0019t01,2459,lohsek
1,gifbrles_031908,2364,lohsek
0,gifbrles_c0008s0019t01,2018,lohsek
0,gifbrles_sub-r017s110_type1,2855,lohsek
0,gifbrles_sub-r018s012_type1,2537,lohsek
0,gifbrles_sub-r033s003_type1,6081,lohsek
1,gifbrles_c0011s0001t01,5352,lohsek
0,gifbrles_c0010s0015t01,5563,lohsek
0,gifbrles_sub-r015s008_type1,2559,lohsek
0,gifbrles_sub-r011s030_type1,3946,lohsek
1,gifbrles_031861,2403,lohsek
1,gifbrles_031794,1755,lohsek
1,gifbrles_031913,1960,lohsek
1,gifbrles_sub-r001s002_type1,1651,lohsek
1,gifbrles_c0005s0014t01,2521,lohsek
0,gifbrles_c0007s0004t01,234293,lohsek
0,gifbrles_c0007s0026t01,3406,lohsek
1,gifbrles_c0008s0011t01,3022,lohsek
0,gifbrles_c0010s0022t01,5380,lohsek
0,gifbrles_sub-r018s004_type1,3618,lohsek
1,gifbrles_031838,1906,lohsek
1,gifbrles_c0010s0006t01,2725,lohsek
0,gifbrles_sub-r024s011_type1,4973,lohsek
1,gifbrles_031948,2241,lohsek
1,gifbrles_sub-r001s038_type1,1609,lohsek
1,gifbrles_031831,2433678,lohsek
1,gifbrles_031848,3719,lohsek
1,gifbrles_031930,2096,lohsek
0,gifbrles_sub-r017s107_type1,2108,lohsek
0,gifbrles_sub-r028s012_type1,3475,lohsek
0,gifbrles_sub-r001s012_type1,3810,lohsek
1,gifbrles_sub-r002s004_type1,2457,lohsek
0,gifbrles_c0011s0014t01,3051,lohsek
0,gifbrles_c0011s0009t01,5301,lohsek
0,gifbrles_c0006s0014t01,1835,lohsek
0,gifbrles_c0007s0019t01,2625,lohsek
1,gifbrles_c0008s0024t01,2986,lohsek
0,gifbrles_sub-r017s101_type1,4628,lohsek
1,gifbrles_031937,1776,lohsek
0,gifbrles_sub-r004s010_type1,2276,lohsek
1,gifbrles_sub-r001s006_type1,5067,lohsek
1,gifbrles_031913,1460,lohsek
0,gifbrles_sub-r026s023_type1,1988,lohsek
0,gifbrles_c0005s0010t01,6376,lohsek
0,gifbrles_sub-r011s002_type1,3665,lohsek
1,gifbrles_c0011s0006t01,5207,lohsek
0,gifbrles_sub-r028s003_type1,4990,lohsek
1,gifbrles_031812,2699,lohsek
0,gifbrles_sub-r034s036_type1,35153,lohsek
0,gifbrles_c0006s0003t01,3253,lohsek
1,gifbrles_031946,1830,lohsek
0,gifbrles_sub-r024s001_type1,4194,lohsek
1,gifbrles_sub-r002s006_type1,2655,lohsek
0,gifbrles_c0005s0012t01,4332,lohsek
0,gifbrles_sub-r025s015_type1,1687,lohsek
1,gifbrles_sub-r001s011_type1,5167,lohsek
0,gifbrles_c0007s0010t01,3235,lohsek
1,gifbrles_031986,2277,lohsek
1,gifbrles_031911,1522,lohsek
0,gifbrles_sub-r028s019_type1,3312,lohsek
0,gifbrles_sub-r017s121_type1,2030,lohsek
0,gifbrles_c0007s0013t01,3136,lohsek
1,gifbrles_031845,3099,lohsek
1,gifbrles_c0010s0006t01,1693,lohsek
0,gifbrles_sub-r025s005_type1,1977,lohsek
1,gifbrles_sub-r018s006_type1,3970,lohsek
0,gifbrles_c0010s0013t01,4758,lohsek
1,gifbrles_031932,71713,lohsek
1,gifbrles_031792,2300,lohsek
1,gifbrles_c0008s0014t01,1475,lohsek
1,gifbrles_031781,3144,lohsek
0,gifbrles_sub-r003s014_type1,6804,lohsek
0,gifbrles_sub-r001s026_type1,3111,lohsek
0,gifbrles_sub-r011s003_type1,7419,lohsek
0,gifbrles_c0005s0009t01,4265,lohsek
1,gifbrles_c0005s0011t01,2226,lohsek
1,gifbrles_031850,1891,lohsek
1,gifbrles_031829,4418,lohsek
1,gifbrles_031917,6526,lohsek
1,gifbrles_031802,2616,lohsek
0,gifbrles_sub-r034s008_type1,7451,lohsek
0,gifbrles_031972,11960,lohsek
0,gifbrles_c0004s0029t01,4011,lohsek
1,gifbrles_sub-r011s027_type1,5955,lohsek
0,gifbrles_sub-r024s012_type1,3035,lohsek
0,gifbrles_sub-r017s105_type1,2344,lohsek
0,gifbrles_sub-r010s021_type1,6066,lohsek
1,gifbrles_c0008s0024t01,2689,lohsek
1,gifbrles_sub-r034s011_type1,4077,lohsek
1,gifbrles_sub-r011s001_type1,7313,lohsek
1,gifbrles_031863,2802,lohsek
1,gifbrles_031902,17081,Regina Phalange
0,gifbrles_031808,9332,Regina Phalange
1,gifbrles_031910,18374,Regina Phalange
0,gifbrles_031820,14095,Regina Phalange
1,gifbrles_031953,21743,Regina Phalange
1,gifbrles_c0010s0021t01,15035,Regina Phalange
1,gifbrles_031927,14990,Regina Phalange
0,gifbrles_c0010s0005t01,9204,Regina Phalange
0,gifbrles_c0007s0005t01,17605,Regina Phalange
1,gifbrles_031963,5739,Regina Phalange
0,gifbrles_c0005s0028t01,7454,Regina Phalange
0,gifbrles_031933,9125,Regina Phalange
1,gifbrles_031821,12587,Regina Phalange
1,gifbrles_c0007s0013t01,51125,Regina Phalange
0,gifbrles_c0006s0020t01,24819,Regina Phalange
1,gifbrles_031928,7163,Regina Phalange
0,gifbrles_c0006s0008t01,14533,Regina Phalange
1,gifbrles_c0005s0013t01,17258,Regina Phalange
1,gifbrles_c0006s0019t01,14537,Regina Phalange
1,gifbrles_031901,13314,Regina Phalange
0,gifbrles_031943,9903,Regina Phalange
0,gifbrles_c0007s0015t01,16514,Regina Phalange
0,gifbrles_c0008s0002t01,18560,Regina Phalange
1,gifbrles_031902,12178,Regina Phalange
1,gifbrles_031986,8187,Regina Phalange
1,gifbrles_c0009s0005t01,47540,Regina Phalange
1,gifbrles_031786,4679,Regina Phalange
0,gifbrles_sub-r035s012_type1,12589,Regina Phalange
1,gifbrles_031981,4947,Regina Phalange
0,gifbrles_sub-r011s013_type1,14705,Regina Phalange
1,gifbrles_c0007s0034t01,8122,Regina Phalange
1,gifbrles_031865,7728,Regina Phalange
0,gifbrles_c0007s0028t01,7233,Regina Phalange
0,gifbrles_c0007s0017t01,3224,Regina Phalange
1,gifbrles_sub-r002s002_type1,5961,Regina Phalange
1,gifbrles_031902,3946,Regina Phalange
0,gifbrles_sub-r028s001_type1,8776,Regina Phalange
1,gifbrles_031986,4032,Regina Phalange
1,gifbrles_031780,4693,Regina Phalange
0,gifbrles_c0005s0003t01,8157,Regina Phalange
0,gifbrles_sub-r024s003_type1,10360,Regina Phalange
0,gifbrles_031975,19836,Regina Phalange
1,gifbrles_031911,7913,Regina Phalange
0,gifbrles_c0007s0035t01,8196,Regina Phalange
1,gifbrles_031792,6756,Regina Phalange
1,gifbrles_031819,3706,Regina Phalange
1,gifbrles_sub-r003s005_type1,10790,Regina Phalange
0,gifbrles_c0009s0006t01,6563,Regina Phalange
0,gifbrles_c0008s0019t01,6144,Regina Phalange
0,gifbrles_sub-r031s032_type1,3737,Regina Phalange
0,gifbrles_c0006s0004t01,9659,Regina Phalange
1,gifbrles_031772,4555,Regina Phalange
0,gifbrles_sub-r004s017_type1,6197,Regina Phalange
0,gifbrles_c0005s0003t01,7590,Regina Phalange
0,gifbrles_sub-r034s048_type1,5918,Regina Phalange
1,gifbrles_031796,7457,Regina Phalange
1,gifbrles_031782,2859,Regina Phalange
0,gifbrles_sub-r003s006_type1,4946,Regina Phalange
1,gifbrles_c0010s0003t01,4123,Regina Phalange
0,gifbrles_c0007s0024t01,5671,Regina Phalange
1,gifbrles_031901,14262,Regina Phalange
1,gifbrles_c0009s0009t01,6537,Regina Phalange
1,gifbrles_031786,9269,Regina Phalange
1,gifbrles_031822,6630,Regina Phalange
1,gifbrles_sub-r003s004_type1,16377,Regina Phalange
0,gifbrles_sub-r024s005_type1,14931,Regina Phalange
0,gifbrles_sub-r035s010_type1,8757,Regina Phalange
0,gifbrles_sub-r031s027_type1,9176,Regina Phalange
1,gifbrles_c0011s0013t01,6728,Regina Phalange
0,gifbrles_sub-r017s103_type1,6161,Regina Phalange
0,gifbrles_c0006s0014t01,3222,Regina Phalange
1,gifbrles_031907,6217,Regina Phalange
0,gifbrles_sub-r031s004_type1,5769,Regina Phalange
1,gifbrles_031825,2759,Regina Phalange
0,gifbrles_sub-r033s007_type1,7029,Regina Phalange
0,gifbrles_031977,6626,nwitch
1,gifbrles_c0011s0006t01,20819,nwitch
0,gifbrles_sub-r024s019_type1,4175,nwitch
1,gifbrles_sub-r035s003_type1,8938,nwitch
1,gifbrles_031888,6222,nwitch
1,gifbrles_031849,12476,nwitch
1,gifbrles_031813,8368,nwitch
0,gifbrles_c0010s0021t01,3267,nwitch
1,gifbrles_c0006s0020t01,20131,nwitch
1,gifbrles_c0005s0035t01,17839,nwitch
1,gifbrles_c0010s0032t01,13637,nwitch
0,gifbrles_031949,6818,nwitch
1,gifbrles_031897,9107,nwitch
1,gifbrles_031907,6757,Lindamilla
1,gifbrles_031821,4013,Lindamilla
1,gifbrles_031824,3337,Lindamilla
1,gifbrles_031932,7054,Lindamilla
1,gifbrles_031915,2896,Lindamilla
1,gifbrles_c0009s0004t01,7065,Lindamilla
0,gifbrles_c0007s0024t01,3395,Lindamilla
1,gifbrles_031848,5536,Lindamilla
0,gifbrles_c0007s0028t01,4876,Lindamilla
0,gifbrles_031802,5979,kcheema
0,gifbrles_031819,10671,kcheema
0,gifbrles_sub-r002s001_type1,16197,kcheema
1,gifbrles_sub-r015s002_type1,6120,kcheema
1,gifbrles_sub-r011s012_type1,9299,kcheema
0,gifbrles_c0010s0005t01,4600,kcheema
0,gifbrles_c0005s0048t01,6257,kcheema
0,gifbrles_c0010s0007t01,3711,kcheema
1,gifbrles_031908,3661,kcheema
0,gifbrles_c0007s0020t01,2783,kcheema
0,gifbrles_c0010s0006t01,2893,kcheema
1,gifbrles_031902,7071,kcheema
0,gifbrles_c0008s0010t01,3561,kcheema
1,gifbrles_031821,4786,kcheema
1,gifbrles_031846,2313,kcheema
0,gifbrles_c0004s0029t01,3011,kcheema
1,gifbrles_031781,1921,kcheema
1,gifbrles_c0007s0009t01,5598,tgurgui
1,gifbrles_031981,12434,tgurgui
1,gifbrles_sub-r017s106_type1,5199,tgurgui
1,gifbrles_c0011s0003t01,3363,tgurgui
1,gifbrles_031821,3531,tgurgui
1,gifbrles_c0010s0022t01,6288,tgurgui
1,gifbrles_c0010s0007t01,14712,tgurgui
1,gifbrles_031944,7929,tgurgui
1,gifbrles_031891,4435,tgurgui
1,gifbrles_c0005s0009t01,5375,tgurgui
1,gifbrles_031911,6987,tgurgui
1,gifbrles_031904,3304,tgurgui
1,gifbrles_031926,2115,tgurgui
1,gifbrles_031928,4164,tgurgui
1,gifbrles_031963,3920,tgurgui
1,gifbrles_031923,5557,tgurgui
0,gifbrles_031849,5060,tgurgui
1,gifbrles_031949,8067,tgurgui
0,gifbrles_c0006s0019t01,4600,tgurgui
1,gifbrles_031806,5368,tgurgui
1,gifbrles_c0011s0003t01,2175,tgurgui
1,gifbrles_031974,5159,tgurgui
1,gifbrles_sub-r004s013_type1,4023,tgurgui
0,gifbrles_c0010s0037t01,7497,tgurgui
0,gifbrles_sub-r034s021_type1,5498,tgurgui
1,gifbrles_031844,5216,tgurgui
1,gifbrles_031938,3520,tgurgui
0,gifbrles_c0006s0004t01,10681,tgurgui
1,gifbrles_031814,4652,tgurgui
0,gifbrles_sub-r003s009_type1,6788,tgurgui
0,gifbrles_sub-r031s028_type1,5353,tgurgui
0,gifbrles_031908,40334,tgurgui
1,gifbrles_031973,7512,tgurgui
0,gifbrles_c0007s0032t01,1399,tgurgui
1,gifbrles_031849,2810,tgurgui
0,gifbrles_c0005s0026t01,3079,tgurgui
1,gifbrles_031800,3886,tgurgui
1,gifbrles_031790,17400,tgurgui
1,gifbrles_c0011s0012t01,4963,tgurgui
1,gifbrles_031848,2963,tgurgui
1,gifbrles_031904,2360,tgurgui
0,gifbrles_c0005s0010t01,6591,tgurgui
0,gifbrles_sub-r025s009_type1,8160,tgurgui
0,gifbrles_c0010s0005t01,13358,tgurgui
0,gifbrles_c0008s0019t01,8315,tgurgui
1,gifbrles_031986,18324,tgurgui
1,gifbrles_031856,9998,tgurgui
1,gifbrles_031965,4603,tgurgui
0,gifbrles_sub-r031s034_type1,6522,tgurgui
1,gifbrles_031854,23024,tgurgui
0,gifbrles_sub-r033s011_type1,7053,tgurgui
1,gifbrles_c0008s0014t01,5709,tgurgui
1,gifbrles_031913,2889,tgurgui
0,gifbrles_031933,5117,tgurgui
0,gifbrles_sub-r024s015_type1,13333,tgurgui
1,gifbrles_031832,3349,tgurgui
1,gifbrles_c0011s0008t01,5159,tgurgui
0,gifbrles_sub-r018s005_type1,10059,tgurgui
1,gifbrles_sub-r004s025_type1,5297,tgurgui
1,gifbrles_sub-r010s012_type1,88275,tgurgui
1,gifbrles_c0011s0011t01,7229,tgurgui
1,gifbrles_sub-r002s009_type1,5455,tgurgui
1,gifbrles_c0009s0005t01,2583,tgurgui
0,gifbrles_c0004s0029t01,5675,tgurgui
0,gifbrles_c0006s0018t01,12946,tgurgui
1,gifbrles_031985,17843,tgurgui
1,gifbrles_c0006s0008t01,6974,tgurgui
0,gifbrles_sub-r008s006_type1,6758,tgurgui
1,gifbrles_sub-r017s119_type1,6007,tgurgui
1,gifbrles_sub-r010s022_type1,6048,tgurgui
0,gifbrles_sub-r011s029_type1,4882,tgurgui
1,gifbrles_031865,2420,tgurgui
1,gifbrles_c0009s0002t01,5450,tgurgui
1,gifbrles_sub-r002s003_type1,16280,tgurgui
1,gifbrles_031795,5356,tgurgui
1,gifbrles_031894,12603,tgurgui
1,gifbrles_031963,5452,tgurgui
0,gifbrles_sub-r011s031_type1,16543,tgurgui
1,gifbrles_sub-r004s006_type1,4952,tgurgui
1,gifbrles_sub-r011s010_type1,5737,tgurgui
1,gifbrles_c0005s0049t01,4740,tgurgui
1,gifbrles_031912,7942,tgurgui
1,gifbrles_031837,9060,tgurgui
1,gifbrles_031850,9146,tgurgui
0,gifbrles_sub-r001s040_type1,14304,tgurgui
1,gifbrles_c0009s0002t01,2127,tgurgui
0,gifbrles_sub-r026s017_type1,6948,tgurgui
1,gifbrles_031845,8484,tgurgui
1,gifbrles_031787,9144,tgurgui
1,gifbrles_031843,9176,tgurgui
0,gifbrles_c0007s0010t01,14189,tgurgui
1,gifbrles_sub-r003s008_type1,3931,tgurgui
1,gifbrles_sub-r004s012_type1,6220,tgurgui
1,gifbrles_sub-r035s007_type1,13188,tgurgui
1,gifbrles_sub-r033s009_type1,6284,tgurgui
1,gifbrles_031856,2858,tgurgui
1,gifbrles_sub-r017s104_type1,7237,tgurgui
0,gifbrles_sub-r026s024_type1,5166,tgurgui
1,gifbrles_031928,2909,tgurgui
0,gifbrles_c0007s0033t01,5543,tgurgui
1,gifbrles_031947,13052,tgurgui
1,gifbrles_sub-r002s012_type1,28458,tgurgui
1,gifbrles_c0011s0004t01,10481,tgurgui
0,gifbrles_sub-r025s003_type1,4997,tgurgui
1,gifbrles_sub-r001s008_type1,5593,tgurgui
1,gifbrles_sub-r002s008_type1,6930,tgurgui
1,gifbrles_sub-r003s007_type1,28331,tgurgui
1,gifbrles_c0009s0002t01,1824,tgurgui
1,gifbrles_031946,2253,tgurgui
1,gifbrles_c0008s0014t01,8230,tgurgui
0,gifbrles_sub-r025s013_type1,14487,tgurgui
0,gifbrles_c0006s0014t01,5296,tgurgui
0,gifbrles_sub-r003s010_type1,6007,tgurgui
1,gifbrles_031868,7747,tgurgui
1,gifbrles_031770,23513,tgurgui
1,gifbrles_sub-r010s006_type1,5225,tgurgui
0,gifbrles_sub-r004s031_type1,12418,tgurgui
1,gifbrles_sub-r035s013_type1,38458,tgurgui
1,gifbrles_sub-r010s023_type1,10485,tgurgui
1,gifbrles_sub-r002s005_type1,5219,tgurgui
0,gifbrles_sub-r031s010_type1,2804,tgurgui
1,gifbrles_sub-r001s005_type1,2752,tgurgui
1,gifbrles_sub-r004s028_type1,2121,tgurgui
1,gifbrles_031964,2821,tgurgui
1,gifbrles_031778,3996,tgurgui
1,gifbrles_031791,2903,tgurgui
0,gifbrles_sub-r017s111_type1,3702,tgurgui
1,gifbrles_sub-r003s013_type1,1904,tgurgui
1,gifbrles_sub-r003s001_type1,7346,tgurgui
1,gifbrles_sub-r034s040_type1,29138,tgurgui
1,gifbrles_031958,3429,tgurgui
1,gifbrles_031845,1437,tgurgui
1,gifbrles_031935,5970,tgurgui
0,gifbrles_sub-r026s011_type1,7510,tgurgui
0,gifbrles_sub-r035s009_type1,113855,tgurgui
0,gifbrles_sub-r010s011_type1,95739,tgurgui
0,gifbrles_sub-r035s004_type1,14321,tgurgui
1,gifbrles_sub-r015s003_type1,5662,tgurgui
0,gifbrles_c0007s0005t01,5594,tgurgui
0,gifbrles_c0010s0037t01,13368,tgurgui
1,gifbrles_031852,4365,tgurgui
1,gifbrles_031955,3684,Tlow
1,gifbrles_031978,2260,Tlow
1,gifbrles_031962,2427,Tlow
0,gifbrles_sub-r026s015_type1,1813,Tlow
1,gifbrles_sub-r002s007_type1,1788,Tlow
1,gifbrles_031951,1300,Tlow
1,gifbrles_031956,1874,Tlow
1,gifbrles_031803,1526,Tlow
1,gifbrles_sub-r017s109_type1,3126,Tlow
1,gifbrles_031983,1502,Tlow
0,gifbrles_sub-r001s016_type1,4036,Tlow
0,gifbrles_sub-r011s008_type1,1591,Tlow
1,gifbrles_031867,1817,Tlow
1,gifbrles_031858,2685,Tlow
1,gifbrles_sub-r011s015_type1,3304,Tlow
1,gifbrles_031834,2641,Tlow
1,gifbrles_031860,1709,Tlow
0,gifbrles_sub-r004s003_type1,1980,Tlow
0,gifbrles_c0009s0012t01,2048,Tlow
1,gifbrles_sub-r025s027_type1,3010,Tlow
0,gifbrles_031878,2118,Tlow
1,gifbrles_031785,1486,Tlow
1,gifbrles_031974,1545,Tlow
1,gifbrles_sub-r025s011_type1,1849,Tlow
1,gifbrles_c0008s0026t01,1833,Tlow
1,gifbrles_031971,1781,Tlow
1,gifbrles_sub-r004s027_type1,1571,Tlow
1,gifbrles_031900,1773,Tlow
0,gifbrles_sub-r024s017_type1,1748,Tlow
0,gifbrles_sub-r026s006_type1,1968,Tlow
1,gifbrles_031941,3583,Tlow
1,gifbrles_031783,2324,Tlow
0,gifbrles_sub-r004s035_type1,2137,Tlow
0,gifbrles_sub-r004s030_type1,1787,Tlow
1,gifbrles_sub-r010s026_type1,1526,Tlow
0,gifbrles_sub-r031s009_type1,1693,Tlow
0,gifbrles_sub-r018s003_type1,2102,Tlow
0,gifbrles_sub-r011s024_type1,2977,Tlow
1,gifbrles_031966,2192,Tlow
1,gifbrles_c0006s0005t01,3185,Tlow
0,gifbrles_sub-r026s021_type1,1550,Tlow
1,gifbrles_031909,1726,Tlow
1,gifbrles_031925,2658,Tlow
0,gifbrles_sub-r033s005_type1,3594,Tlow
1,gifbrles_sub-r004s022_type1,2325,Tlow
0,gifbrles_sub-r010s019_type1,2276,Tlow
1,gifbrles_031968,3434,Tlow
0,gifbrles_sub-r033s006_type1,4887,Tlow
0,gifbrles_c0009s0011t01,2330,Tlow
1,gifbrles_031872,2762,Tlow
0,gifbrles_sub-r026s010_type1,6607,Tlow
0,gifbrles_031982,2607,Tlow
0,gifbrles_sub-r018s001_type1,1590,Tlow
0,gifbrles_031839,2118,Tlow
1,gifbrles_031771,3268,Tlow
1,gifbrles_031980,11215,Tlow
0,gifbrles_sub-r026s007_type1,9183,Regina Phalange
0,gifbrles_sub-r033s001_type1,12959,Regina Phalange
0,gifbrles_sub-r010s027_type1,6595,Regina Phalange
0,gifbrles_031876,7831,Regina Phalange
0,gifbrles_sub-r003s002_type1,15503,Regina Phalange
1,gifbrles_031907,6408,Regina Phalange
0,gifbrles_sub-r011s021_type1,9604,Regina Phalange
1,gifbrles_sub-r001s022_type1,5820,Regina Phalange
0,gifbrles_sub-r004s036_type1,8544,Regina Phalange
0,gifbrles_c0011s0008t01,5523,Regina Phalange
1,gifbrles_sub-r001s010_type1,12023,Regina Phalange
0,gifbrles_c0004s0029t01,3028,Regina Phalange
1,gifbrles_c0011s0005t01,5014,Regina Phalange
1,gifbrles_031829,4458,Regina Phalange
0,gifbrles_sub-r008s008_type1,4678,Regina Phalange
1,gifbrles_031987,6392,Regina Phalange
0,gifbrles_c0010s0016t01,12503,Regina Phalange
1,gifbrles_031811,5516,Regina Phalange
1,gifbrles_031811,2091,Regina Phalange
0,gifbrles_sub-r033s008_type1,14842,Regina Phalange
1,gifbrles_sub-r001s039_type1,4177,Regina Phalange
1,gifbrles_031939,4448,Regina Phalange
0,gifbrles_sub-r025s007_type1,14549,Regina Phalange
1,gifbrles_sub-r034s010_type1,9769,Regina Phalange
0,gifbrles_sub-r008s002_type1,4707,Regina Phalange
0,gifbrles_c0010s0028t01,13207,Regina Phalange
0,gifbrles_sub-r034s033_type1,5386,Regina Phalange
0,gifbrles_c0007s0009t01,4212,Regina Phalange
0,gifbrles_sub-r004s023_type1,4853,Regina Phalange
1,gifbrles_sub-r011s034_type1,16049,Regina Phalange
0,gifbrles_sub-r011s022_type1,4753,Regina Phalange
1,gifbrles_sub-r004s033_type1,6629,Regina Phalange
1,gifbrles_c0008s0024t01,6133,Regina Phalange
1,gifbrles_sub-r017s113_type1,7618,Regina Phalange
1,gifbrles_031865,3753,Regina Phalange
1,gifbrles_031953,3609,Regina Phalange
1,gifbrles_031846,2321,Regina Phalange
0,gifbrles_sub-r004s034_type1,4114,Regina Phalange
0,gifbrles_sub-r017s108_type1,3629,Regina Phalange
1,gifbrles_031823,6849,Regina Phalange
1,gifbrles_c0005s0009t01,6456,Regina Phalange
0,gifbrles_sub-r004s029_type1,14304,Regina Phalange
1,gifbrles_031842,5451,Regina Phalange
1,gifbrles_c0009s0010t01,2510,Regina Phalange
1,gifbrles_031970,3772,Regina Phalange
0,gifbrles_sub-r010s029_type1,8794,Regina Phalange
0,gifbrles_c0007s0029t01,9253,Regina Phalange
1,gifbrles_sub-r001s036_type1,3910,Regina Phalange
0,gifbrles_sub-r011s032_type1,5060,Regina Phalange
0,gifbrles_sub-r024s016_type1,5243,Regina Phalange
0,gifbrles_c0006s0014t01,2654,Regina Phalange
0,gifbrles_c0007s0015t01,10564,Regina Phalange
1,gifbrles_031944,4796,Regina Phalange
1,gifbrles_031931,3274,Regina Phalange
0,gifbrles_sub-r028s010_type1,4646,Regina Phalange
0,gifbrles_c0010s0007t01,2418,Regina Phalange
0,gifbrles_sub-r004s005_type1,2642,Regina Phalange
0,gifbrles_sub-r011s019_type1,4000,Regina Phalange
1,gifbrles_sub-r004s018_type1,6316,Regina Phalange
0,gifbrles_sub-r004s008_type1,7252,Regina Phalange
0,gifbrles_sub-r008s007_type1,4221,Regina Phalange
0,gifbrles_sub-r002s011_type1,11788,Regina Phalange
1,gifbrles_031842,5387,Regina Phalange
1,gifbrles_sub-r003s012_type1,9460,Regina Phalange
0,gifbrles_sub-r001s037_type1,5873,Regina Phalange
0,gifbrles_sub-r004s002_type1,6375,Regina Phalange
0,gifbrles_sub-r026s013_type1,2465,Regina Phalange
0,gifbrles_sub-r018s007_type1,4262,Regina Phalange
0,gifbrles_sub-r001s029_type1,9801,Regina Phalange
0,gifbrles_sub-r004s019_type1,3759,Regina Phalange
1,gifbrles_c0009s0002t01,4108,Regina Phalange
1,gifbrles_sub-r003s011_type1,4247,Regina Phalange
0,gifbrles_sub-r034s046_type1,4925,Regina Phalange
1,gifbrles_sub-r024s007_type1,7036,Regina Phalange
0,gifbrles_c0007s0025t01,5890,Regina Phalange
1,gifbrles_031848,3439,Regina Phalange
1,gifbrles_sub-r002s010_type1,6403,Regina Phalange
1,gifbrles_sub-r034s037_type1,3632,Regina Phalange
1,gifbrles_sub-r015s001_type1,8436,Regina Phalange
0,gifbrles_sub-r018s002_type1,2773,Regina Phalange
0,gifbrles_sub-r034s022_type1,3778,Regina Phalange
0,gifbrles_sub-r034s039_type1,4337,Regina Phalange
0,gifbrles_sub-r008s004_type1,2068,Regina Phalange
1,gifbrles_031821,2584,Regina Phalange
0,gifbrles_sub-r010s010_type1,4405,Regina Phalange
0,gifbrles_sub-r035s006_type1,6407,Regina Phalange
1,gifbrles_c0007s0026t01,4291,Regina Phalange
0,gifbrles_sub-r034s012_type1,15067,Regina Phalange
1,gifbrles_sub-r004s032_type1,12584,Regina Phalange
0,gifbrles_sub-r031s001_type1,3946,Regina Phalange
0,gifbrles_sub-r004s016_type1,3620,Regina Phalange
0,gifbrles_sub-r004s011_type1,6609,Regina Phalange
0,gifbrles_sub-r024s008_type1,3475,Regina Phalange
1,gifbrles_c0009s0004t01,2956,Regina Phalange
0,gifbrles_sub-r031s023_type1,3264,Regina Phalange
0,gifbrles_sub-r011s025_type1,4121,Regina Phalange
1,gifbrles_sub-r004s015_type1,3965,Regina Phalange
0,gifbrles_sub-r035s002_type1,2893,Regina Phalange
0,gifbrles_sub-r028s021_type1,1935,Regina Phalange
1,gifbrles_031875,5696,Regina Phalange
0,gifbrles_sub-r008s005_type1,2407,Regina Phalange
0,gifbrles_sub-r018s008_type1,2311,Regina Phalange
0,gifbrles_sub-r003s015_type1,2828,Regina Phalange
0,gifbrles_sub-r024s020_type1,5753,Regina Phalange
0,gifbrles_031884,6705,Regina Phalange
0,gifbrles_sub-r004s014_type1,2798,Regina Phalange
0,gifbrles_sub-r024s009_type1,5401,Regina Phalange
1,gifbrles_sub-r004s021_type1,6080,Regina Phalange
0,gifbrles_sub-r011s017_type1,3373,Regina Phalange
0,gifbrles_sub-r011s020_type1,1948,Regina Phalange
1,gifbrles_031900,2539,Regina Phalange
1,gifbrles_c0010s0029t01,3424,Regina Phalange
0,gifbrles_sub-r028s017_type1,9542,Regina Phalange
